,hexcode,decimal,Unicode name,CLDR English name,major shortname,localsrc, char
1f640,128576,weary cat face, , ,catface6,🙀
1f645,128581,face with no good gesture, , ,ng,🙅
1f646,128582,face with ok gesture, , ,ok2,🙆
1f647,128583,person bowing deeply, , ,apologize,🙇
1f648,128584,seenoevil monkey, , ,see,🙈
1f649,128585,hearnoevil monkey, , ,hear,🙉
1f64a,128586,speaknoevil monkey, , ,say,🙊
1f64b,128587,happy person raising one hand, , ,raisehand,🙋
1f64c,128588,person raising both hands in celebration, , ,character,🙌
1f64d,128589,person frowning, , ,character2,🙍
1f64e,128590,person with pouting face, , ,character3,🙎
1f64f,128591,person with folded hands, , ,face24,🙏
1f680,128640,rocket, , ,rocket,🚀
1f683,128643,railway car, , ,train,🚃
1f684,128644,highspeed train, , ,,🚄
1f685,128645,highspeed train with bullet nose, , ,superexpress,🚅
1f687,128647,metro, , ,subway,🚇
1f689,128649,station, , ,station,🚉
1f68c,128652,bus, , ,bus,🚌
1f68f,128655,bus stop, , ,busstop,🚏
1f691,128657,ambulance, , ,ambulance,🚑
1f692,128658,fire engine, , ,fireengine,🚒
1f693,128659,police car, , ,policecar,🚓
1f695,128661,taxi, , ,,🚕
1f697,128663,automobile, , ,car,🚗
1f699,128665,recreational vehicle, , ,,🚙
1f69a,128666,delivery truck, , ,truck,🚚
1f6a2,128674,ship, , ,ship,🚢
1f6a4,128676,speedboat, , ,,🚤
1f6a5,128677,horizontal traffic light, , ,trafficlight,🚥
1f6a7,128679,construction sign, , ,construction,🚧
1f6a8,128680,police cars revolving light, , ,policecar2,🚨
1f6a9,128681,triangular flag on post, , ,flag3,🚩
1f6aa,128682,door, , ,,🚪
1f6ab,128683,no entry sign, , ,circleslash,🚫
1f6ac,128684,smoking symbol, , ,smoking,🚬
1f6ad,128685,no smoking symbol, , ,nosmoking,🚭
1f6b2,128690,bicycle, , ,bicycle,🚲
1f6b6,128694,pedestrian, , ,walk,🚶
1f6b9,128697,mens symbol, , ,,🚹
1f6ba,128698,womens symbol, , ,,🚺
1f6bb,128699,restroom, , ,toilet,🚻
1f6bc,128700,baby symbol, , ,,🚼
1f6bd,128701,toilet, , ,,🚽
1f6be,128702,water closet, , ,,🚾
1f6c0,128704,bath, , ,bath,🛀
23e9,9193,black rightpointing double triangle, , ,righttri2,⏩
2002,8194,en space, , ,blankhalf, 
2003,8195,em space, , ,blankfull, 
2005,8197,fourperem space, , ,blankquarter, 
203c,8252,double exclamation mark, , ,sign3,‼
2049,8265,exclamation question mark, , ,sign2,⁉
2122,8482,trade mark sign, , ,trademark,™
2139,8505,information source, , ,isymbol,ℹ
2194,8596,left right arrow, , ,doubleheadedarrow,↔
2195,8597,up down arrow, , ,doubleheadedarrow2,↕
2196,8598,north west arrow, , ,uparrow2,↖
2197,8599,north east arrow, , ,rightarrow2,↗
2198,8600,south east arrow, , ,downarrow2,↘
2199,8601,south west arrow, , ,leftarrow2,↙
21a9,8617,leftwards arrow with hook, , ,roundarrow2,↩
21aa,8618,rightwards arrow with hook, , ,roundarrow1,↪
231a,8986,watch, , ,wristwatch,⌚
231b,8987,hourglass, , ,hourglass1,⌛
23ea,9194,black leftpointing double triangle, , ,lefttri2,⏪
23eb,9195,black uppointing double triangle, , ,uptri2,⏫
23ec,9196,black downpointing double triangle, , ,downtri2,⏬
23f0,9200,alarm clock, , ,clock,⏰
23f3,9203,hourglass with flowing sand, , ,hourglass2,⏳
24c2,9410,circled latin capital letter m, , ,,Ⓜ
25aa,9642,black small square, , ,littlesquare2,▪
25ab,9643,white small square, , ,littlesquare1,▫
25b6,9654,black rightpointing triangle, , ,righttri1,▶
25c0,9664,black leftpointing triangle, , ,lefttri1,◀
25fb,9723,white medium square, , ,bigsquare1,◻
25fc,9724,black medium square, , ,bigsquare2,◼
25fd,9725,white medium small square, , ,medsquare1,◽
25fe,9726,black medium small square, , ,medsquare2,◾
2600,9728,black sun with rays, , ,sun,☀
2601,9729,cloud, , ,cloud,☁
260e,9742,black telephone, , ,phone1,☎
2611,9745,ballot box with check, , ,checkbox,☑
2614,9748,umbrella with rain drops, , ,rain,☔
2615,9749,hot beverage, , ,cup,☕
261d,9757,white up pointing index, , ,firstfingersign,☝
263a,9786,white smiling face, , ,smileyface,☺
2648,9800,aries, , ,aries,♈
2649,9801,taurus, , ,taurus,♉
264a,9802,gemini, , ,gemini,♊
264b,9803,cancer, , ,cancer,♋
264c,9804,leo, , ,leo,♌
264d,9805,virgo, , ,virgo,♍
264e,9806,libra, , ,libra,♎
264f,9807,scorpius, , ,scorpio,♏
2650,9808,sagittarius, , ,sagittarius,♐
2651,9809,capricorn, , ,capricorn,♑
2652,9810,aquarius, , ,aquarius,♒
2653,9811,pisces, , ,pisces,♓
2660,9824,black spade suit, , ,spade,♠
2663,9827,black club suit, , ,clover,♣
2665,9829,black heart suit, , ,heart6,♥
2666,9830,black diamond suit, , ,diamond,♦
2668,9832,hot springs, , ,hotspring,♨
267b,9851,black universal recycling symbol, , ,arrow,♻
267f,9855,wheelchair symbol, , ,wheelchair,♿
2693,9875,anchor, , ,harbor,⚓
26a0,9888,warning sign, , ,exclamation1,⚠
26a1,9889,high voltage sign, , ,bolt,⚡
26aa,9898,medium white circle, , ,littlecircle1,⚪
26ab,9899,medium black circle, , ,littlecircle2,⚫
26bd,9917,soccer ball, , ,soccer,⚽
26be,9918,baseball, , ,baseball,⚾
26c4,9924,snowman without snow, , ,snowman,⛄
26c5,9925,sun behind cloud, , ,partcloudy,⛅
26ce,9934,ophiuchus, , ,ophiuchus,⛎
26d4,9940,no entry, , ,stopsign,⛔
26ea,9962,church, , ,chapel,⛪
26f2,9970,fountain, , ,fountain,⛲
26f3,9971,flag in hole, , ,golf,⛳
26f5,9973,sailboat, , ,boat,⛵
26fa,9978,tent, , ,camp,⛺
26fd,9981,fuel pump, , ,gasstation,⛽
2702,9986,black scissors, , ,scissors,✂
2705,9989,white heavy check mark, , ,check2,✅
2708,9992,airplane, , ,plane,✈
2709,9993,envelope, , ,envelope1,✉
270a,9994,raised fist, , ,closefinger,✊
270b,9995,raised hand, , ,openfinger,✋
270c,9996,victory hand, , ,peacesign,✌
270f,9999,pencil, , ,pencil,✏
2712,10002,black nib, , ,edit,✒
2714,10004,heavy check mark, , ,checkmark1,✔
2716,10006,heavy multiplication x, , ,multiply,✖
2728,10024,sparkles, , ,shine,✨
2733,10035,eight spoked asterisk, , ,star1,✳
2734,10036,eight pointed black star, , ,sparkle2,✴
2744,10052,snowflake, , ,snowflake,❄
2747,10055,sparkle, , ,sparkle,❇
274c,10060,cross mark, , ,cross1,❌
274e,10062,negative squared cross mark, , ,cross2,❎
2753,10067,black question mark ornament, , ,question1,❓
2754,10068,white question mark ornament, , ,,❔
2755,10069,white exclamation mark ornament, , ,,❕
2757,10071,heavy exclamation mark symbol, , ,exclamation2,❗
2764,10084,heavy black heart, , ,heart,❤
2795,10133,heavy plus sign, , ,plus,➕
2796,10134,heavy minus sign, , ,minus,➖
2797,10135,heavy division sign, , ,divide,➗
27a1,10145,black rightwards arrow, , ,rightarrow1,➡
27b0,10160,curly loop, , ,sign4,➰
2934,10548,arrow pointing rightwards then curving upwards, , ,uparrow3,⤴
2935,10549,arrow pointing rightwards then curving downwards, , ,downarrow3,⤵
2b05,11013,leftwards black arrow, , ,leftarrow1,⬅
2b06,11014,upwards black arrow, , ,uparrow1,⬆
2b07,11015,downwards black arrow, , ,downarrow1,⬇
2b1b,11035,black large square, , ,biggestsquare2,⬛
2b1c,11036,white large square, , ,biggestsquare1,⬜
2b50,11088,white medium star, , ,star2,⭐
2b55,11093,heavy large circle, , ,circle,⭕
3030,12336,wavy dash, , ,,〰
303d,12349,part alternation mark, , ,,〽
3297,12951,circled ideograph congratulation, , ,mark8,㊗
3299,12953,circled ideograph secret, , ,secretsign,㊙
